id	filename	md5	size	state
bd52f6c8-6f8b-4056-8a3e-8cdc96644952	e1c2bcda-d67a-49ef-962c-b9886faf9626.rna_seq.augmented_star_gene_counts.tsv	d32e60b2a16627c4eb07dac7f6ec7f7f	4217860	released
c8e705f2-4c12-4f61-8b9e-985516589a2c	9f7c8673-9fdf-4ec2-b4d1-fbd47a640d91.rna_seq.augmented_star_gene_counts.tsv	ffe06e57d362c3077f9611d82afb35e5	4250667	released
97e7e11e-63ef-4de3-9bf4-182d1071b463	4ac98115-5ed7-48f4-acb7-f65c25b2cee6.rna_seq.augmented_star_gene_counts.tsv	7a44786b025f100beabb943263c1a510	4239571	released
e23bcf27-4748-42c9-8088-ddf12055b43a	0109d2fa-e0fb-4c25-b93e-f56dcf4b858c.rna_seq.augmented_star_gene_counts.tsv	791d9257df3025980ffeb47b45ba7f12	4266722	released
78129339-7b80-4dd6-bd93-2df9eed2bfce	ae9a399e-e021-4385-bc31-29b239337960.rna_seq.augmented_star_gene_counts.tsv	be81e6e6561ebf1d86b566024bca526a	4224102	released
f152c7d0-14ce-403b-b3e3-163bf3e08507	f702c57f-ecc5-41a1-8931-6c89b3e4a34a.rna_seq.augmented_star_gene_counts.tsv	eba9f1e6f3b5071ec0729f4819c68748	4232296	released
bf5f0863-853a-4c34-bc0d-bfdef8c14739	88d38c3b-9a53-41cf-946e-167d725a9b44.rna_seq.augmented_star_gene_counts.tsv	f0eb0d4ee6100792a4f5235fd8a80986	4229034	released
cab65bb2-c00e-49b0-a7da-1096939debef	7623c404-a9fb-4ee3-8d98-cfa86f437d3c.rna_seq.augmented_star_gene_counts.tsv	01172cfbf7afcfd5e9e627d937aec8f0	4235708	released
ae7d0fb2-9827-4769-9b64-da4d62ec694b	f84f29be-4049-4377-96da-72b606ac6f59.rna_seq.augmented_star_gene_counts.tsv	0020f786e9fd9f0d3ca064257bb52b14	4225217	released
fc2c2d9b-9a57-4f6c-a84a-c42f8218cb9c	6a6aed79-29a4-47df-bb2f-2f31897e08b6.rna_seq.augmented_star_gene_counts.tsv	5a4e18658e9ef620d61747dea0726501	4227556	released
d0d8533b-7284-49cb-96ff-f0145017084d	e0b1e359-87fc-4da5-8928-4729b1a0683a.rna_seq.augmented_star_gene_counts.tsv	38530c0d10c87e4e2285fcaec5131e22	4216549	released
4beaecff-c266-41a3-981a-27d9b049196b	934a9544-1fd3-4aac-9e5c-90a266d1f125.rna_seq.augmented_star_gene_counts.tsv	c62dca927c7970c1974894a9da69d84a	4232236	released
